video_id,positive,negative,neutral,score,likeCount,comment_count,category_Autos & Vehicles,category_Comedy,category_Education,category_Entertainment,category_Film & Animation,category_Gaming,category_Howto & Style,category_Music,category_News & Politics,category_Nonprofits & Activism,category_People & Blogs,category_Pets & Animals,category_Science & Technology,category_Sports,category_Travel & Events,cluster
HfWh6eQjSDs,0.39375,0.1125,0.49375,0.7091840600375,28,160,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4
HrZ5iJ72up0,0.2122905027932961,0.16759776536312848,0.6201117318435754,0.7333865833519553,27,179,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
Hym4B2ttHvc,1.0,0.0,0.0,0.868997842,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12
I2n7PVmU_DY,0.10828025477707007,0.3630573248407643,0.5286624203821656,0.6961237374522292,289,157,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
ILJkRQwhDec,0.8639455782312925,0.02040816326530612,0.11564625850340136,0.8921187276666667,2999,147,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5
IOVKA9eBzkw,0.0,0.0,1.0,0.6338836255,2,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,12
IZwRtd6UIO8,0.42857142857142855,0.19254658385093168,0.37888198757763975,0.7352623632360249,176,161,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
Ict9xRkBt4o,0.13592233009708737,0.4368932038834951,0.42718446601941745,0.7373417069126214,5185,103,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4
Iprn2lvhY5Y,0.1917808219178082,0.2602739726027397,0.547945205479452,0.7365892312739726,30,146,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
IrODhcpboW8,0.3160919540229885,0.2413793103448276,0.4425287356321839,0.7178917955344828,530,174,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
IuTDuvYr7f0,0.7414965986394558,0.04081632653061224,0.21768707482993196,0.8886910688911563,249,147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8
J-9Zr9VRyp4,0.1592356687898089,0.28662420382165604,0.554140127388535,0.7194961527707006,165,157,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11
J3lNgq0WFGE,0.5267175572519084,0.0916030534351145,0.3816793893129771,0.778421436129771,251,131,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4
JBJBLztz_CM,0.13821138211382114,0.4634146341463415,0.3983739837398374,0.7294240378292682,15200,123,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11
JMbbtEoXt2g,0.2125,0.325,0.4625,0.7211761001,339,80,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3
JNYz4YdOgFk,0.5655737704918032,0.14754098360655737,0.28688524590163933,0.7693807167377049,33,122,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4
JmcA9LIIXWw,0.44776119402985076,0.07462686567164178,0.47761194029850745,0.778530101044776,93,134,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5
K-3Rr62K1HM,0.041176470588235294,0.38823529411764707,0.5705882352941176,0.6782801370352941,15,170,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11
